datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,count
2012-09-02 05:00:00,3,0,0,1,27.06,29.545,89,0.0,2,10,12
2011-10-05 10:00:00,4,0,1,1,22.96,26.515,56,26.0027,30,103,133
2011-12-05 18:00:00,4,0,1,1,18.04,21.97,77,0.0,13,386,399
2012-11-09 13:00:00,4,0,1,1,18.86,22.725,38,19.9995,62,237,299
2012-01-05 03:00:00,1,0,1,1,8.2,12.88,61,0.0,0,4,4
2011-01-09 12:00:00,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
2012-01-05 00:00:00,1,0,1,2,9.02,11.365,47,12.998,1,13,14
2011-04-15 10:00:00,2,1,0,1,20.5,24.24,55,12.998,31,91,122
2012-02-14 15:00:00,1,0,1,2,17.22,21.21,38,30.0026,7,138,145
2011-04-08 06:00:00,2,0,1,2,13.94,18.18,87,0.0,2,33,35
2011-12-12 00:00:00,4,0,1,1,8.2,11.365,69,6.0032,4,16,20
2011-11-04 04:00:00,4,0,1,2,15.58,19.695,87,6.0032,1,6,7
2011-09-03 14:00:00,3,0,0,2,29.52,34.09,66,11.0014,204,176,380
2012-10-04 10:00:00,4,0,1,2,27.06,30.305,83,8.9981,27,150,177
2012-06-03 01:00:00,2,0,0,1,22.14,25.76,56,8.9981,21,100,121
2012-05-11 13:00:00,2,0,1,1,24.6,30.305,26,26.0027,100,263,363
2012-03-15 01:00:00,1,0,1,1,20.5,24.24,59,7.0015,15,8,23
2011-09-17 12:00:00,3,0,0,2,21.32,25.0,67,15.0013,115,257,372
2012-07-15 05:00:00,3,0,0,1,27.88,31.82,89,8.9981,2,7,9
2012-09-13 01:00:00,3,0,1,1,22.14,25.76,77,6.0032,6,22,28
2012-09-18 19:00:00,3,0,1,2,24.6,27.275,88,19.9995,22,302,324
2012-12-03 07:00:00,4,0,1,2,13.94,18.18,93,0.0,9,387,396
2012-02-01 09:00:00,1,0,1,2,14.76,17.425,71,12.998,9,267,276
2012-04-12 16:00:00,2,0,1,1,19.68,23.485,31,19.0012,54,299,353
2012-08-01 17:00:00,3,0,1,1,32.8,37.12,49,11.0014,103,734,837
2011-11-08 07:00:00,4,0,1,1,12.3,15.91,87,7.0015,7,316,323
2011-08-06 00:00:00,3,0,0,1,27.06,30.305,78,12.998,29,104,133
2012-06-12 23:00:00,2,0,1,3,27.06,29.545,94,15.0013,11,78,89
2012-03-03 00:00:00,1,0,0,3,14.76,18.18,93,6.0032,1,21,22
2012-07-09 23:00:00,3,0,1,2,28.7,32.575,65,7.0015,22,109,131
2012-03-18 08:00:00,1,0,0,2,17.22,21.21,88,7.0015,25,71,96
2012-09-04 12:00:00,3,0,1,1,31.16,36.365,70,19.0012,54,233,287
2012-12-04 13:00:00,4,0,1,2,22.14,25.76,64,11.0014,39,233,272
2011-02-01 22:00:00,1,0,1,2,9.02,12.88,87,6.0032,2,34,36
2012-03-06 05:00:00,1,0,1,1,7.38,9.09,51,15.0013,0,25,25
2012-07-01 02:00:00,3,0,0,1,29.52,34.85,74,6.0032,21,69,90
2011-02-01 10:00:00,1,0,1,2,6.56,11.365,93,0.0,0,47,47
2012-03-08 02:00:00,1,0,1,1,18.86,22.725,63,26.0027,6,5,11
2011-05-08 13:00:00,2,0,0,1,24.6,31.06,49,8.9981,166,224,390
2011-05-02 05:00:00,2,0,1,2,18.04,21.97,77,8.9981,4,16,20
2012-01-11 19:00:00,1,0,1,3,13.12,15.15,93,15.0013,1,92,93
2011-01-08 07:00:00,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
2011-07-08 19:00:00,3,0,1,1,27.06,30.305,83,6.0032,45,225,270
2012-04-06 19:00:00,2,0,1,1,19.68,23.485,23,19.9995,115,297,412
2012-02-09 11:00:00,1,0,1,1,9.84,11.365,52,15.0013,4,95,99
2011-07-01 07:00:00,3,0,1,1,27.06,31.06,54,7.0015,25,218,243
2011-04-09 16:00:00,2,0,0,2,15.58,19.695,82,0.0,73,118,191
2012-06-15 04:00:00,2,0,1,1,22.96,26.515,83,11.0014,1,13,14
2012-04-13 22:00:00,2,0,1,1,18.04,21.97,62,7.0015,34,181,215
2012-03-02 23:00:00,1,0,1,2,14.76,18.94,87,0.0,4,19,23
2011-06-11 05:00:00,2,0,0,1,27.88,31.82,74,8.9981,4,12,16
2011-07-04 00:00:00,3,1,0,1,26.24,28.79,83,8.9981,63,77,140
2011-12-05 19:00:00,4,0,1,2,18.86,22.725,77,0.0,13,295,308
2011-02-15 22:00:00,1,0,1,1,9.84,14.395,44,0.0,0,41,41
2011-02-13 15:00:00,1,0,0,2,16.4,20.455,30,19.9995,40,122,162
2012-02-10 16:00:00,1,0,1,2,13.94,15.91,42,16.9979,28,240,268
2011-05-15 00:00:00,2,0,0,2,21.32,25.0,100,0.0,5,34,39
2012-06-09 15:00:00,2,0,0,1,34.44,35.605,20,19.9995,218,337,555
2011-07-07 18:00:00,3,0,1,1,34.44,37.88,44,19.9995,70,492,562
2012-10-17 08:00:00,4,0,1,2,16.4,20.455,76,0.0,38,779,817
2012-11-11 02:00:00,4,0,0,1,13.12,16.665,87,7.0015,12,58,70
2011-09-10 11:00:00,3,0,0,1,29.52,34.09,62,16.9979,108,252,360
2011-05-14 01:00:00,2,0,0,2,20.5,24.24,88,8.9981,18,64,82
2011-08-19 08:00:00,3,0,1,2,27.06,30.305,83,0.0,30,368,398
2011-05-14 18:00:00,2,0,0,2,22.96,26.515,88,15.0013,88,216,304
2011-11-04 10:00:00,4,0,1,2,17.22,21.21,71,22.0028,19,115,134
2012-08-10 05:00:00,3,0,1,3,28.7,33.335,84,19.0012,4,29,33
2011-06-15 21:00:00,2,0,1,1,26.24,31.06,47,15.0013,48,209,257
2012-11-09 17:00:00,4,0,1,1,17.22,21.21,44,8.9981,61,593,654
2012-10-09 05:00:00,4,0,1,2,15.58,19.695,82,12.998,0,19,19
2012-07-06 09:00:00,3,0,1,1,33.62,36.365,36,8.9981,55,249,304
2012-06-13 15:00:00,2,0,1,1,29.52,32.575,32,32.9975,65,216,281
2012-11-01 11:00:00,4,0,1,3,14.76,17.425,62,12.998,14,156,170
2012-01-10 06:00:00,1,0,1,2,7.38,9.09,93,12.998,0,79,79
2012-01-10 19:00:00,1,0,1,1,15.58,19.695,46,7.0015,11,270,281
2011-12-16 10:00:00,4,0,1,1,13.94,15.15,46,19.9995,10,122,132
2011-08-12 17:00:00,3,0,1,1,33.62,35.605,26,0.0,93,423,516
2012-09-07 08:00:00,3,0,1,1,27.06,30.305,83,7.0015,29,690,719
2012-05-14 12:00:00,2,0,1,2,22.96,26.515,88,19.0012,53,132,185
2012-06-02 13:00:00,2,0,0,1,25.42,31.06,41,16.9979,279,400,679
2011-09-18 22:00:00,3,0,0,2,22.14,25.76,68,6.0032,9,75,84
2011-07-14 04:00:00,3,0,1,1,25.42,31.06,53,16.9979,0,6,6
2011-11-11 22:00:00,4,1,0,1,13.12,15.91,39,12.998,13,78,91
2011-10-19 09:00:00,4,0,1,3,21.32,25.0,88,32.9975,17,185,202
2012-09-11 17:00:00,3,0,1,1,28.7,31.82,28,0.0,168,802,970
2011-08-04 10:00:00,3,0,1,1,29.52,33.335,71,19.9995,24,89,113
2012-06-15 17:00:00,2,0,1,1,30.34,32.575,37,19.0012,125,698,823
2011-02-19 20:00:00,1,0,0,1,13.12,14.395,28,35.0008,9,38,47
2012-10-17 13:00:00,4,0,1,2,22.14,25.76,49,8.9981,73,237,310
2012-05-07 18:00:00,2,0,1,2,24.6,31.06,53,23.9994,78,602,680
2012-09-08 01:00:00,3,0,0,2,27.06,29.545,89,19.0012,10,107,117
2012-07-05 21:00:00,3,0,1,1,34.44,38.635,47,12.998,91,232,323
2012-09-10 10:00:00,3,0,1,1,25.42,31.06,50,19.0012,42,168,210
2011-10-11 10:00:00,4,0,1,2,24.6,29.545,69,8.9981,38,111,149
2012-04-12 07:00:00,2,0,1,1,12.3,13.635,65,22.0028,12,294,306
2012-02-18 02:00:00,1,0,0,1,12.3,14.395,61,16.9979,6,39,45
2012-08-13 16:00:00,3,0,1,1,32.8,35.605,36,6.0032,116,348,464
2011-02-18 06:00:00,1,0,1,2,18.04,21.97,72,11.0014,2,48,50
2012-04-10 20:00:00,2,0,1,1,18.86,22.725,28,26.0027,34,248,282
2012-07-18 21:00:00,3,0,1,1,31.16,35.605,62,0.0,53,266,319
2012-02-04 22:00:00,1,0,0,2,9.84,12.88,87,6.0032,4,91,95
2012-08-16 18:00:00,3,0,1,1,32.8,35.605,36,0.0,109,723,832
2011-02-01 14:00:00,1,0,1,2,9.02,12.88,80,6.0032,5,49,54
2011-07-12 05:00:00,3,0,1,1,28.7,33.335,79,6.0032,4,21,25
2011-11-10 17:00:00,4,0,1,3,14.76,17.425,81,15.0013,9,168,177
2012-05-07 21:00:00,2,0,1,2,22.14,25.76,45,15.0013,37,210,247
2011-11-18 01:00:00,4,0,1,1,10.66,11.365,44,22.0028,0,10,10
2012-05-19 19:00:00,2,0,0,1,28.7,31.82,39,8.9981,203,229,432
2011-08-14 17:00:00,3,0,0,1,31.16,35.605,62,8.9981,133,196,329
2012-11-05 16:00:00,4,0,1,1,14.76,16.665,43,19.0012,35,325,360
2012-09-17 21:00:00,3,0,1,3,25.42,28.79,83,15.0013,28,205,233
2012-09-14 08:00:00,3,0,1,2,24.6,28.79,78,11.0014,51,715,766
2011-06-08 01:00:00,2,0,1,1,27.06,30.305,78,0.0,3,20,23
2011-01-14 15:00:00,1,0,1,1,9.84,12.12,38,11.0014,9,59,68
2011-08-10 07:00:00,3,0,1,1,28.7,32.575,58,6.0032,16,289,305
2011-06-12 03:00:00,2,0,0,1,26.24,28.79,89,19.0012,8,20,28
2011-11-08 16:00:00,4,0,1,1,22.96,26.515,46,8.9981,39,250,289
2012-11-15 02:00:00,4,0,1,2,10.66,12.88,70,11.0014,0,7,7
2012-12-18 13:00:00,4,0,1,1,20.5,24.24,42,19.0012,51,235,286
2011-12-16 21:00:00,4,0,1,2,13.12,15.91,45,11.0014,7,95,102
2011-10-09 19:00:00,4,0,0,1,22.96,26.515,73,6.0032,116,186,302
2011-07-11 11:00:00,3,0,1,1,33.62,39.395,56,19.9995,39,89,128
2011-10-16 06:00:00,4,0,0,1,15.58,19.695,66,11.0014,3,7,10
2011-01-01 20:00:00,1,0,0,2,16.4,20.455,87,16.9979,11,25,36
2012-04-11 05:00:00,2,0,1,1,11.48,13.635,56,12.998,1,26,27
2011-06-01 20:00:00,2,0,1,2,30.34,35.605,79,16.9979,23,233,256
2012-12-11 00:00:00,4,0,1,3,18.86,22.725,77,31.0009,2,29,31
2011-09-15 14:00:00,3,0,1,2,26.24,30.305,65,27.9993,36,134,170
2012-04-17 22:00:00,2,0,1,1,22.14,25.76,30,16.9979,18,144,162
2012-01-10 00:00:00,1,0,1,2,9.02,12.12,87,7.0015,0,14,14
2011-06-02 06:00:00,2,0,1,1,27.06,31.06,39,8.9981,7,106,113
2011-10-13 19:00:00,4,0,1,2,25.42,28.79,83,11.0014,18,187,205
2012-05-06 11:00:00,2,0,0,1,22.96,26.515,73,7.0015,144,270,414
2011-05-16 00:00:00,2,0,1,1,21.32,25.0,94,7.0015,17,21,38
2012-10-09 19:00:00,4,0,1,2,20.5,24.24,72,11.0014,31,483,514
2012-12-08 06:00:00,4,0,0,2,14.76,18.18,93,7.0015,1,19,20
2012-12-09 06:00:00,4,0,0,3,16.4,20.455,94,7.0015,0,6,6
2012-03-05 10:00:00,1,0,1,2,9.84,12.88,60,0.0,12,74,86
2012-04-09 09:00:00,2,0,1,1,18.86,22.725,31,23.9994,50,236,286
2012-12-09 18:00:00,4,0,0,3,14.76,18.18,93,6.0032,17,181,198
2012-06-07 14:00:00,2,0,1,1,29.52,32.575,37,16.9979,67,198,265
2011-05-11 23:00:00,2,0,1,1,18.86,22.725,88,16.9979,12,69,81
2012-02-19 05:00:00,1,0,0,2,10.66,11.365,48,19.9995,1,1,2
2011-10-03 14:00:00,4,0,1,3,16.4,20.455,76,0.0,26,94,120
2011-12-01 07:00:00,4,0,1,1,9.84,10.605,65,23.9994,11,265,276
2011-06-15 16:00:00,2,0,1,1,31.16,33.335,27,8.9981,47,265,312
2012-10-05 19:00:00,4,0,1,1,25.42,29.545,73,11.0014,67,433,500
2012-07-15 12:00:00,3,0,0,1,34.44,38.635,47,7.0015,153,336,489
2012-02-01 23:00:00,1,0,1,1,18.86,22.725,63,6.0032,22,75,97
2012-05-13 16:00:00,2,0,0,1,29.52,32.575,42,16.9979,225,339,564
2012-08-09 06:00:00,3,0,1,1,27.06,30.305,83,11.0014,5,162,167
2011-04-13 05:00:00,2,0,1,3,15.58,19.695,94,16.9979,1,4,5
2012-02-17 19:00:00,1,0,1,1,15.58,19.695,37,15.0013,16,266,282
2012-01-09 23:00:00,1,0,1,2,9.02,12.12,87,7.0015,1,51,52
2012-09-07 09:00:00,3,0,1,1,28.7,33.335,79,8.9981,33,311,344
2012-06-13 21:00:00,2,0,1,1,26.24,31.06,44,23.9994,79,317,396
2011-12-12 11:00:00,4,0,1,2,10.66,14.395,60,6.0032,15,100,115
2011-05-11 06:00:00,2,0,1,1,18.86,22.725,82,8.9981,6,93,99
2011-05-19 19:00:00,2,0,1,1,23.78,27.275,60,8.9981,65,345,410
2011-01-04 08:00:00,1,0,1,1,5.74,7.575,69,11.0014,2,177,179
2012-10-09 16:00:00,4,0,1,2,20.5,24.24,72,11.0014,70,354,424
2011-11-18 00:00:00,4,0,1,1,10.66,12.88,48,11.0014,2,28,30
2012-10-02 00:00:00,4,0,1,2,22.96,26.515,73,0.0,1,30,31
2011-03-09 05:00:00,1,0,1,2,9.84,12.12,81,8.9981,1,7,8
2012-04-05 03:00:00,2,0,1,1,17.22,21.21,41,19.9995,0,5,5
2012-05-13 04:00:00,2,0,0,2,22.14,25.76,68,12.998,2,7,9
2011-05-16 22:00:00,2,0,1,1,22.96,26.515,88,6.0032,22,105,127
2012-12-01 19:00:00,4,0,0,2,13.12,17.425,81,0.0,30,219,249
2012-03-08 14:00:00,1,0,1,2,25.42,31.06,43,43.0006,48,155,203
2011-01-14 23:00:00,1,0,1,2,7.38,12.12,55,0.0,1,26,27
2012-01-07 03:00:00,1,0,0,1,13.12,16.665,57,7.0015,1,19,20
2011-06-05 02:00:00,2,0,0,2,26.24,31.06,61,11.0014,16,48,64
2012-01-03 16:00:00,1,0,1,1,5.74,4.545,39,39.0007,7,129,136
2012-05-07 10:00:00,2,0,1,2,21.32,25.0,77,12.998,62,128,190
2012-05-05 16:00:00,2,0,0,2,27.88,31.82,65,26.0027,230,310,540
2011-05-09 22:00:00,2,0,1,1,21.32,25.0,68,6.0032,21,95,116
2011-11-14 03:00:00,4,0,1,1,18.04,21.97,67,19.0012,4,3,7
2011-04-08 19:00:00,2,0,1,3,12.3,13.635,93,27.9993,1,52,53
2012-02-14 10:00:00,1,0,1,2,10.66,13.635,60,8.9981,8,90,98
2011-01-17 22:00:00,1,1,0,3,5.74,6.06,93,16.9979,0,13,13
2012-12-02 09:00:00,4,0,0,2,11.48,13.635,93,11.0014,37,135,172
2012-08-10 06:00:00,3,0,1,3,26.24,28.79,89,19.9995,3,41,44
2011-11-09 12:00:00,4,0,1,1,20.5,24.24,51,11.0014,24,156,180
2011-09-01 06:00:00,3,0,1,1,24.6,28.79,78,0.0,2,103,105
2012-10-11 02:00:00,4,0,1,1,17.22,21.21,50,8.9981,4,7,11
2011-05-15 06:00:00,2,0,0,2,21.32,25.0,100,8.9981,3,14,17
2012-03-11 01:00:00,1,0,0,1,9.84,12.12,52,11.0014,4,57,61
2012-04-08 06:00:00,2,0,0,1,14.76,18.94,37,0.0,7,21,28
2012-02-04 01:00:00,1,0,0,1,10.66,13.635,70,7.0015,0,43,43
2011-05-17 09:00:00,2,0,1,2,22.14,25.76,88,16.9979,17,190,207
2011-02-15 13:00:00,1,0,1,1,13.12,15.15,21,15.0013,14,68,82
2012-04-11 08:00:00,2,0,1,1,12.3,14.395,49,15.0013,14,581,595
2012-01-17 11:00:00,1,0,1,2,13.94,17.425,87,7.0015,2,73,75
2011-04-14 00:00:00,2,0,1,1,15.58,19.695,76,8.9981,3,18,21
2011-10-05 11:00:00,4,0,1,1,24.6,31.06,46,19.0012,32,138,170
2011-08-15 04:00:00,3,0,1,1,24.6,28.03,83,8.9981,1,4,5
2011-09-06 11:00:00,3,0,1,3,22.14,25.76,83,26.0027,11,78,89
2011-10-12 07:00:00,4,0,1,2,22.14,25.76,88,26.0027,15,244,259
2012-07-13 14:00:00,3,0,1,2,32.8,35.605,38,0.0,120,249,369
2011-05-02 23:00:00,2,0,1,2,22.96,26.515,83,12.998,16,48,64
2011-03-11 02:00:00,1,0,1,3,13.94,17.425,100,7.0015,2,3,5
2011-11-15 03:00:00,4,0,1,2,22.14,25.76,68,22.0028,0,4,4
2012-01-02 22:00:00,1,1,0,2,9.02,10.605,44,19.0012,3,36,39
2012-08-11 19:00:00,3,0,0,2,27.06,29.545,89,7.0015,97,178,275
2011-05-01 22:00:00,2,0,0,2,18.86,22.725,82,0.0,32,68,100
2012-03-19 13:00:00,1,0,1,1,25.42,30.305,61,16.9979,69,194,263
2012-11-11 17:00:00,4,0,0,1,22.14,25.76,45,11.0014,151,342,493
2011-04-11 04:00:00,2,0,1,1,18.86,22.725,94,12.998,0,1,1
2012-09-08 21:00:00,3,0,0,2,24.6,28.03,83,11.0014,26,155,181
2012-03-07 23:00:00,1,0,1,1,18.04,21.97,62,22.0028,4,58,62
2011-12-08 08:00:00,4,0,1,1,9.02,10.605,55,19.0012,11,418,429
2012-01-11 12:00:00,1,0,1,3,12.3,16.665,81,0.0,4,51,55
2011-09-16 02:00:00,3,0,1,1,16.4,20.455,71,19.0012,3,7,10
2011-07-06 23:00:00,3,0,1,1,27.88,31.82,83,15.0013,20,78,98
2012-05-01 10:00:00,2,0,1,1,25.42,29.545,78,16.9979,30,144,174
2011-07-10 20:00:00,3,0,0,1,31.16,34.85,55,12.998,101,167,268
2011-06-19 02:00:00,2,0,0,1,27.88,31.82,74,6.0032,13,59,72
2011-12-01 14:00:00,4,0,1,1,16.4,20.455,40,15.0013,20,130,150
2011-08-12 20:00:00,3,0,1,1,29.52,32.575,42,15.0013,77,210,287
2011-11-17 03:00:00,4,0,1,2,17.22,21.21,77,22.0028,0,3,3
2011-02-12 21:00:00,1,0,0,1,10.66,15.15,41,0.0,9,42,51
2011-03-10 02:00:00,1,0,1,3,13.94,15.91,0,16.9979,0,1,1
2011-11-06 16:00:00,4,0,0,1,18.86,22.725,55,15.0013,84,263,347
2012-12-09 23:00:00,4,0,0,3,14.76,18.18,100,6.0032,3,48,51
